time,magnetometer,latitude,longitude,volcano,distance,picture,,,,,,,,,,,,,
1682186844,37.8637874,42.81061654,167.6666442,Buldir,0.192437815,1017,,,37.8637874,,,,,,,,,,
1682186845,38.73645513,42.83929203,167.7244824,Buldir,0.191654151,,,0.824440002,37.92973455,,,10,1.1,,,,,,
1682186845,38.70979579,42.85661904,167.7594906,Buldir,0.191180672,,,0.497610092,37.96586715,,,,,,,,,,
1682186846,37.71715914,42.87392988,167.7945111,Buldir,0.190707673,,,0.508480072,37.95410134,,,0.03,,,,,,,
1682186846,37.80859908,42.89122876,167.8295525,Buldir,0.190235041,,,0.499709845,37.94733388,,,,,,,,,,
1682186847,38.17615737,42.90851839,167.8646204,Buldir,0.189762704,,,0.506370068,37.95811515,,0,0,2476,2476,,92615.25608,92615.25608,,37.40519228
1682186847,37.47378892,42.92579254,167.8997022,Buldir,0.189290836,,,0.48356986,37.93629957,,1,0.03,5188,2712,,190749.6951,98134.43898,,36.18526511
1682186848,38.35674843,42.94305727,167.9348102,Buldir,0.188819271,,,0.512310028,37.95633624,,2,0.06,7656,2468,,268435.7732,77686.07815,,31.47734123
1682186848,37.95543193,42.96030795,167.969935,Buldir,0.188348141,,,0.49338007,37.9562947,,3,0.09,10309,2653,,351839.5887,83403.81545,,31.43754823
1682186849,37.76958783,42.97754818,168.005084,Buldir,0.187877348,,,0.495189905,37.94768748,,4,0.12,12310,2001,,411757.2777,59917.68901,,29.94387257
1682186849,38.03138228,42.99477478,168.0402507,Buldir,0.187406982,,,0.502300024,37.95159991,,5,0.15,13755,1445,,455177.4457,43420.16803,,30.04855919
1682186850,38.11750997,43.01199024,168.0754404,Buldir,0.186936978,,,0.507009983,37.95942659,,6,0.18,15589,1834,,508572.0869,53394.64122,,29.11376293
1682186850,37.6157584,43.02919601,168.1106559,Buldir,0.186467299,,,0.490760088,37.94372185,,7,0.21,16608,1019,,535293.9867,26721.89976,,26.2236504
1682186851,38.34965073,43.04638404,168.1458809,Buldir,0.185998166,,,0.513740063,37.96311925,,8,0.24,17427,819,,556211.5393,20917.55258,,25.54035725
1682186851,37.45975473,43.06356279,168.1811327,Buldir,0.185529352,,,0.497849941,37.93979233,,9,0.27,18333,906,,578961.4848,22749.94551,,25.11031514
1682186852,37.8139857,43.08078266,168.2165149,Buldir,0.185059485,,,0.49909997,37.93394791,,10,0.3,,,,,,,
1682186852,37.65842346,43.09793654,168.2518077,Buldir,0.184591489,,,0.492810011,37.9213058,,,,,,,,,,
1682186853,38.23889678,43.11520703,168.2873868,Buldir,0.184120385,,,0.503809929,37.9361956,,,,,,,,,,
1682186853,38.19514675,43.13233651,168.3227218,Buldir,0.183653205,,,0.50861001,37.94844904,,,,,,,,,,
1682186854,37.99401228,43.14980165,168.3587968,Buldir,0.183176952,,,0.51330018,37.95062447,,,,,,,,,,
1682186854,38.02431532,43.16690703,168.3941754,Buldir,0.182710591,,,0.494079828,37.9540142,,,,,,,,,,
1682186855,38.1649592,43.18430595,168.4302088,Buldir,0.182236315,,,0.503100157,37.96389045,,,,,,,,,,
1682186855,37.91647337,43.20138987,168.4656365,Buldir,0.181770714,,,0.51004982,37.9616405,,,,,,,,,,
1682186856,37.90574286,43.21886382,168.5019213,Buldir,0.181294577,,,0.499130011,37.95904359,,,,,,,,,,
1682186856,38.35069446,43.23591876,168.5373831,Buldir,0.180829952,,,0.523080111,37.97809055,,,,,,,,,,
1682186857,38.1146456,43.25345794,168.5739004,Buldir,0.180352236,,,0.497879982,37.98441916,,,,,,,,,,
1682186857,38.24078925,43.27048779,168.6094046,Buldir,0.179888494,,,0.501240015,37.99637885,,,,,,,,,,
1682186858,37.96853778,43.28770757,168.6453525,Buldir,0.179419685,,,0.51274991,37.99505096,,,,,,,,,,
1682186858,38.32326709,43.30471234,168.6808985,Buldir,0.178956836,,,0.507750034,38.01055636,,,,,,,,,,
1682186859,38.60495334,43.32228442,168.7176798,Buldir,0.178478661,,,0.504689932,38.03847133,,,,,,,,,,
1682186859,37.90865279,43.33926401,168.7532687,Buldir,0.178016723,,,0.501640081,38.03241056,,,,,,,,,,
1682186860,38.41562788,43.35640887,168.7892519,Buldir,0.177550406,1016,,0.496740103,38.05013096,,,,,,,,,,
1682186861,37.60132621,43.38576637,168.8509784,Buldir,0.176752205,,,0.88504982,38.01382517,,,,,,,,,,
1682186861,37.52161935,43.40325442,168.8878159,Buldir,0.1762769,,,0.502060175,37.99082704,,,,,,,,,,
1682186862,37.90006895,43.42017306,168.9235021,Buldir,0.175817201,,,0.495359898,37.98664168,,,,,,,,,,
1682186862,37.73737734,43.43708128,168.9592138,Buldir,0.175357916,,,0.502120018,37.97499354,,,,,,,,,,
1682186863,37.86855496,43.45397545,168.9949432,Buldir,0.174899148,,,0.50308013,37.97001038,,,,,,,,,,
1682186863,38.79783863,43.47085853,169.0306967,Buldir,0.174440819,,,0.503689766,38.00881289,,,,,,,,,,
1682186864,38.04179114,43.4877277,169.0664684,Buldir,0.173983009,,,0.491320133,38.01032159,,,,,,,,,,
1682186864,38.11740402,43.50458488,169.1022624,Buldir,0.173525671,,,0.506850004,38.01537156,,,,,,,,,,
1682186865,38.08714935,43.52142963,169.1380777,Buldir,0.173068818,,,0.508019924,38.01876421,,,,,,,,,,
1682186865,38.38930994,43.53826172,169.173914,Buldir,0.172612461,,,0.496680021,38.03589663,,,,,,,,,,
1682186866,37.81525219,43.55508264,169.2097744,Buldir,0.172156562,,,0.509170055,38.02544462,,,,,,,,,,
1682186866,38.14173728,43.57206485,169.2460275,Buldir,0.171696455,,,0.491280079,38.03076439,,,,,,,,,,
1682186867,37.94413622,43.58885902,169.2819274,Buldir,0.171241607,,,0.497779846,38.02675042,,,,,,,,,,
1682186867,37.98254698,43.60571126,169.318,Buldir,0.170785354,,,0.497260094,38.02470432,,,,,,,,,,
1682186868,38.2152458,43.62248012,169.3539423,Buldir,0.170331531,,,0.502320051,38.03361179,,,,,,,,,,
1682186868,38.1335731,43.6394341,169.3903307,Buldir,0.169872875,,,0.510890007,38.0383626,,,,,,,,,,
1682186869,38.22118008,43.65617755,169.4263158,Buldir,0.169420095,,,0.49078989,38.04671738,,,,,,,,,,
1682186869,37.8961132,43.67306322,169.4626557,Buldir,0.168963654,,,0.510210037,38.03956898,,,,,,,,,,
1682186870,37.68424793,43.68978091,169.4986829,Buldir,0.168511941,,,0.506190062,38.02283344,,,,,,,,,,
1682186870,38.46672997,43.70696109,169.5357575,Buldir,0.168047931,,,0.504459858,38.04367111,,,,,,,,,,
1682186871,38.87871649,43.72382641,169.5722027,Buldir,0.167592626,,,0.525380135,38.08445559,,,,,,,,,,
1682186871,38.36363941,43.74094121,169.609238,Buldir,0.167130794,,,0.499909878,38.09744579,,,,,,,,,,
1682186872,38.70732717,43.75760697,169.6453511,Buldir,0.166681285,,,0.490890026,38.12532297,,,,,,,,,,
1682186872,38.57939378,43.77436012,169.6817029,Buldir,0.166229629,,,0.512170076,38.14695614,,,,,,,,,,
1682186873,37.95800489,43.79100022,169.7178585,Buldir,0.165781233,,,0.493789911,38.1382695,,,,,,,,,,
1682186873,38.23887324,43.80789781,169.7546239,Buldir,0.16532612,,,0.507380009,38.14301879,,,,,,,,,,
1682186874,38.10929777,43.82451293,169.7908243,Buldir,0.164878837,,,0.499599934,38.14145073,,,,,,,,,,
1682186874,37.62398933,43.84139556,169.827658,Buldir,0.164424583,,,0.512530088,38.11678055,,,,,,,,,,
1682186875,38.63520005,43.8579836,169.8638986,Buldir,0.163978488,,,0.516580105,38.14168694,,,,,,,,,,
1682186875,38.51794238,43.87518056,169.9015218,Buldir,0.163516264,,,0.505489826,38.15938455,,,,,,,,,,
1682186876,38.27646663,43.89189423,169.9381388,Buldir,0.163067277,,,0.507560015,38.16491366,,,,,,,,,,
1682186876,38.61662734,43.90862016,169.9748331,Buldir,0.162618209,,,0.506930113,38.18621963,,,,,,,,,,
1682186877,38.03119181,43.92515601,170.0111604,Buldir,0.162174494,,,0.500289917,38.17900095,,,,,,,,,,
1682186877,38.69276122,43.94220323,170.0486632,Buldir,0.161717322,,,0.503900051,38.20309207,,,,,,,,,,
1682186878,38.12159102,43.95871282,170.0850337,Buldir,0.161274829,,,0.511559963,38.19921365,,,,,,,,,,
1682186878,38.93792425,43.97558063,170.122245,Buldir,0.160823007,,,0.511420012,38.23435754,,,,,,,,,,
1682186879,38.533338,43.99206321,170.1586569,Buldir,0.160381774,,,0.509249926,38.24852253,,,,,,,,,,
1682186879,38.215176,44.00900765,170.1961414,Buldir,0.159928461,,,0.504780054,38.24695618,,,,,,,,,,
1682186880,38.68458263,44.02546459,170.2325981,Buldir,0.159488472,1015,,0.499700069,38.26731026,,,,,,,,,,
1682186881,38.3824475,44.05377909,170.2954405,Buldir,0.158732126,,,0.867359877,38.27644564,,,,,,,,,,
1682186881,38.53824381,44.0706827,170.3330282,Buldir,0.158281002,,,0.496469975,38.28854505,,,,,,,,,,
1682186882,38.43643689,44.08708934,170.369562,Buldir,0.157843442,,,0.502430201,38.29546021,,,,,,,,,,
1682186882,37.8086484,44.10348489,170.4061216,Buldir,0.157406479,,,0.503379822,38.27265576,,,,,,,,,,
1682186883,37.91633191,44.11986508,170.4426975,Buldir,0.156970233,,,0.496649981,38.25618186,,,,,,,,,,
1682186883,38.39904578,44.13623487,170.4793007,Buldir,0.156534575,,,0.509160042,38.26294925,,,,,,,,,,
1682186884,38.06848737,44.15258907,170.5159199,Buldir,0.156099651,,,0.496590137,38.25395976,,,,,,,,,,
1682186884,38.12203071,44.16893225,170.5525651,Buldir,0.155665342,,,0.500139952,38.24781845,,,,,,,,,,
1682186885,38.85834624,44.1852604,170.5892275,Buldir,0.155231761,,,0.500239849,38.27624414,,,,,,,,,,
1682186885,38.53807983,44.2015762,170.6259132,Buldir,0.154798843,,,0.4990201,38.28840598,,,,,,,,,,
1682186886,38.57025431,44.21787987,170.6626226,Buldir,0.154366586,,,0.507820129,38.30172269,,,,,,,,,,
1682186886,38.3921815,44.23438212,170.6998312,Buldir,0.153929416,,,0.495399952,38.30589459,,,,,,,,,,
1682186887,38.02592092,44.25052019,170.7362696,Buldir,0.153502243,,,0.49503994,38.29299156,,,,,,,,,,
1682186887,38.38757043,44.2667831,170.7730409,Buldir,0.153072121,,,0.501660109,38.29740729,,,,,,,,,,
1682186888,38.55069675,44.28303289,170.8098339,Buldir,0.152642709,,,0.511099815,38.30945008,,,,,,,,,,
1682186888,38.59859575,44.29957645,170.847345,Buldir,0.152205913,,,0.504510164,38.32302465,,,,,,,,,,
1682186889,38.23234956,44.31579954,170.8841814,Buldir,0.151777957,,,0.49326992,38.31886034,,,,,,,,,,
1682186889,38.01025976,44.33219444,170.9214605,Buldir,0.151345856,,,0.505100012,38.30435588,,,,,,,,,,
1682186890,38.17476994,44.34839075,170.9583399,Buldir,0.150919379,,,0.507410049,38.29823806,,,,,,,,,,
1682186890,38.33045881,44.36492294,170.9960377,Buldir,0.150484463,,,0.498739958,38.29973384,,,,,,,,,,
1682186891,38.04988067,44.38109213,171.0329601,Buldir,0.150059501,,,0.498889923,38.28813152,,,,,,,,,,
1682186891,38.49852452,44.39751847,171.070523,Buldir,0.149628197,,,0.51466012,38.29820277,,,,,,,,,,
1682186892,38.21359592,44.41355825,171.1072539,Buldir,0.149207454,,,0.50564003,38.29422203,,,,,,,,,,
1682186892,38.42451195,44.43014446,171.1452902,Buldir,0.148772814,,,0.508499861,38.30038598,,,,,,,,,,
1682186893,38.80845714,44.44625976,171.1822996,Buldir,0.148350946,,,0.490819931,38.32360626,,,,,,,,,,
1682186893,38.47784519,44.46274316,171.2202084,Buldir,0.147919889,,,0.5128901,38.33096471,,,,,,,,,,
1682186894,38.77650788,44.47883104,171.2572607,Buldir,0.147499619,,,0.501029968,38.35174083,,,,,,,,,,
1682186894,38.60635998,44.49528805,171.2952174,Buldir,0.147070169,,,0.515360117,38.3639453,,,,,,,,,,
1682186895,37.63600582,44.51134891,171.3323135,Buldir,0.146651514,,,0.506289959,38.32965291,,,,,,,,,,
1682186895,38.17420547,44.52784337,171.370466,Buldir,0.146222036,,,0.507619858,38.32231119,,,,,,,,,,
1682186896,38.60325409,44.54387689,171.4076057,Buldir,0.145805033,,,0.510150194,38.33564456,,,,,,,,,,
1682186896,38.81427739,44.56056558,171.4463192,Buldir,0.145371494,,,0.510919809,38.35839361,,,,,,,,,,
1682186897,37.88804114,44.57633566,171.4829545,Buldir,0.1449623,,,0.490560055,38.3369083,,,,,,,,,,
1682186897,38.63332686,44.59254199,171.520657,Buldir,0.14454228,,,0.516090155,38.35113594,,,,,,,,,,
1682186898,38.23421251,44.60852083,171.5578836,Buldir,0.144128655,,,0.49105978,38.34578966,,,,,,,,,,
1682186898,38.36474699,44.62477943,171.5958165,Buldir,0.143708305,,,0.506020069,38.34668225,,,,,,,,,,
1682186899,38.33816111,44.64073082,171.6330864,Buldir,0.143296413,,,0.501100063,38.34628485,,,,,,,,,,
1682186899,38.86786988,44.65693431,171.6709999,Buldir,0.142878542,,,0.511950016,38.37112416,,,,,,,,,,
1682186900,38.30220816,44.67285837,171.7083135,Buldir,0.142468408,1014,,0.517169952,38.36780955,,,,,,,,,,
1682186901,38.87620922,44.70091385,171.774184,Buldir,0.141747126,,,0.875649929,38.40851741,,,,,,,,,,
1682186901,37.81222163,44.71741885,171.8130135,Buldir,0.141323591,,,0.504450083,38.38052626,,,,,,,,,,
1682186902,38.57195152,44.73340922,171.8506877,Buldir,0.140913833,,,0.510040045,38.38960927,,,,,,,,,,
1682186902,38.29403734,44.74959251,171.8888721,Buldir,0.140499715,,,0.50503993,38.38511784,,,,,,,,,,
1682186903,38.20709666,44.76543513,171.9263071,Buldir,0.140094891,,,0.508620024,38.3766938,,,,,,,,,,
1682186903,37.95821217,44.78200626,171.9655214,Buldir,0.139672073,,,0.52125001,38.35641144,,,,,,,,,,
1682186904,38.09551214,44.79782255,172.0030047,Buldir,0.139269116,,,0.491470098,38.34447218,,,,,,,,,,
1682186904,38.3330122,44.81408038,172.0415909,Buldir,0.138855533,,,0.514979839,38.34392327,,,,,,,,,,
1682186905,38.22279048,44.82986856,172.0791175,Buldir,0.138454511,,,0.508480072,38.33819276,,,,,,,,,,
1682186905,38.45425629,44.84596933,172.1174431,Buldir,0.138046181,,,0.51335001,38.34373477,,,,,,,,,,
1682186906,38.3821435,44.86172948,172.1550129,Buldir,0.137647118,,,0.498529911,38.34551708,,,,,,,,,,
1682186906,38.29286385,44.87782702,172.1934433,Buldir,0.137240165,,,0.505510092,38.34304038,,,,,,,,,,
1682186907,38.38104717,44.89365687,172.2312904,Buldir,0.136840631,,,0.499680042,38.34480801,,,,,,,,,,
1682186907,38.7144824,44.90956122,172.2693713,Buldir,0.136439879,,,0.509419918,38.36232801,,,,,,,,,,
1682186908,38.79056475,44.92526631,172.3070303,Buldir,0.13604481,,,0.515089989,38.38284386,,,,,,,,,,
1682186908,38.71101105,44.94161099,172.3462813,Buldir,0.13563436,,,0.505850077,38.39829032,,,,,,,,,,
1682186909,38.44100099,44.95728745,172.3839838,Buldir,0.13524138,,,0.504969835,38.40029725,,,,,,,,,,
1682186909,38.60345509,44.97327701,172.4224959,Buldir,0.134841258,,,0.508949995,38.40991685,,,,,,,,,,
1682186910,38.44815059,44.98892532,172.4602419,Buldir,0.134450377,,,0.491330147,38.41166602,,,,,,,,,,
1682186910,38.21448126,45.00472084,172.4983991,Buldir,0.134056534,,,0.505779982,38.40238601,,,,,,,,,,
1682186911,38.04599187,45.02034125,172.5361888,Buldir,0.133667775,,,0.514189959,38.38534108,,,,,,,,,,
1682186911,38.2585175,45.03640449,172.5751077,Buldir,0.133268749,,,0.508490086,38.37934123,,,,,,,,,,
1682186912,37.78750596,45.05209482,172.61318,Buldir,0.132879737,,,0.499249935,38.35183909,,,,,,,,,,
1682186912,38.10546545,45.06786062,172.6514922,Buldir,0.132489612,,,0.506419897,38.34022981,,,,,,,,,,
1682186913,37.93465859,45.08342454,172.6893698,Buldir,0.13210524,,,0.498680115,38.32140422,,,,,,,,,,
1682186913,38.06538988,45.09922791,172.7278873,Buldir,0.131715736,,,0.504879951,38.30937647,,,,,,,,,,
1682186914,37.89013014,45.11476361,172.7658087,Buldir,0.131333607,,,0.501860142,38.28979497,,,,,,,,,,
1682186914,38.47759786,45.13057394,172.804458,Buldir,0.130945529,,,0.507659912,38.29866551,,,,,,,,,,
1682186915,38.2587457,45.14608061,172.8424215,Buldir,0.130565705,,,0.515320063,38.29675221,,,,,,,,,,
1682186915,38.59435771,45.16202548,172.8815165,Buldir,0.130175986,,,0.507099867,38.31079395,,,,,,,,,,
1682186916,38.82099716,45.17750404,172.9195252,Buldir,0.12979849,,,0.497110128,38.33440348,,,,,,,,,,
1682186916,39.25155784,45.19321341,172.9581583,Buldir,0.129416209,,,0.507210016,38.37768619,,,,,,,,,,
1682186917,38.34103106,45.20890419,172.9968039,Buldir,0.129035243,,,0.505800009,38.37596104,,,,,,,,,,
1682186917,38.25097895,45.22442971,173.0350999,Buldir,0.128659149,,,0.500360012,38.37014061,,,,,,,,,,
1682186918,38.55204975,45.23985125,173.0731963,Buldir,0.128286434,,,0.500219822,38.37860982,,,,,,,,,,
1682186918,38.54332698,45.25547234,173.1118434,Buldir,0.127909781,,,0.506750107,38.38637634,,,,,,,,,,
1682186919,38.42687684,45.27086651,173.1499864,Buldir,0.127539486,,,0.515650034,38.38831869,,,,,,,,,,
1682186919,38.97279454,45.2867573,173.1894196,Buldir,0.127158179,,,0.505589962,38.41581551,,,,,,,,,,
1682186920,38.60755198,45.30212108,173.2276029,Buldir,0.126790436,1013,,0.515249968,38.42500395,,,,,,,,,,
1682186921,38.31362656,45.32817771,173.2924918,Buldir,0.126168847,,,0.848619938,38.41635019,,,,,,,,,,
1682186921,38.38765115,45.34388138,173.3316785,Buldir,0.125795529,,,0.505300045,38.41500079,,,,,,,,,,
1682186922,38.65662654,45.35919164,173.3699416,Buldir,0.125432518,,,0.501970053,38.42628868,,,,,,,,,,
1682186922,38.69395524,45.37473036,173.4088343,Buldir,0.12506507,,,0.494560003,38.43861284,,,,,,,,,,
1682186923,38.7154789,45.38987902,173.446808,Buldir,0.124707808,,,0.504040003,38.45159909,,,,,,,,,,
1682186923,38.22542483,45.40514785,173.4851403,Buldir,0.124348688,,,0.505399942,38.44096257,,,,,,,,,,
1682186924,39.67035658,45.42040144,173.5234921,Buldir,0.123990917,,,0.489710093,38.49702522,,,,,,,,,,
1682186924,38.36575058,45.43564071,173.5618656,Buldir,0.123634487,,,0.515959978,38.49072579,,,,,,,,,,
1682186925,38.07270836,45.45103483,173.600688,Buldir,0.123275467,,,0.489959955,38.47165392,,,,,,,,,,
1682186925,38.2980894,45.46624455,173.6391036,Buldir,0.122921782,,,0.501049995,38.46356011,,,,,,,,,,
1682186926,38.78888242,45.48145456,173.6775781,Buldir,0.122569133,,,0.502860069,38.47878431,,,,,,,,,,
1682186926,37.92725801,45.4966363,173.7160394,Buldir,0.122218193,,,0.500890017,38.4530731,,,,,,,,,,
1682186927,37.45423002,45.51204751,173.7551417,Buldir,0.12186304,,,0.503789902,38.40624559,,,,,,,,,,
1682186927,38.17747569,45.5272009,173.7936486,Buldir,0.121514916,,,0.499680042,38.39560588,,,,,,,,,,
1682186928,38.33735886,45.54257142,173.8327672,Buldir,0.121162921,,,0.516129971,38.3928099,,,,,,,,,,
1682186928,38.23686244,45.55769507,173.8713165,Buldir,0.120817693,,,0.507679939,38.38544371,,,,,,,,,,
1682186929,38.54433386,45.5732642,173.9110627,Buldir,0.120463466,,,0.499429941,38.39282982,,,,,,,,,,
1682186929,38.57413817,45.58835846,173.9496563,Buldir,0.120121191,,,0.515790224,38.40152741,,,,,,,,,,
1682186930,38.71725717,45.60379141,173.9891769,Buldir,0.119772421,,,0.504069805,38.4163374,,,,,,,,,,
1682186930,39.0189331,45.61885617,174.0278142,Buldir,0.119433144,,,0.492750168,38.4439835,,,,,,,,,,
1682186931,39.03815715,45.63415101,174.0671022,Buldir,0.119089886,,,0.507289886,38.47202829,,,,,,,,,,
1682186931,38.85174737,45.64918647,174.1057836,Buldir,0.118753644,,,0.515739918,38.49024216,,,,,,,,,,
1682186932,38.52080096,45.66455195,174.1453753,Buldir,0.118411262,,,0.503850222,38.49167498,,,,,,,,,,
1682186932,37.80878634,45.67955905,174.1841036,Buldir,0.118078094,,,0.495189905,38.46019368,,,,,,,,,,
1682186933,38.53642374,45.69476187,174.2233978,Buldir,0.117741833,,,0.50383997,38.46376782,,,,,,,,,,
1682186933,37.96946611,45.7097384,174.2621671,Buldir,0.117411828,,,0.509200096,38.44035122,,,,,,,,,,
1682186934,38.11753975,45.72517206,174.3021823,Buldir,0.117073066,,,0.503089905,38.42523778,,,,,,,,,,
1682186934,38.27743746,45.74011888,174.3409959,Buldir,0.116746279,,,0.509900093,38.41822663,,,,,,,,,,
1682186935,39.18983201,45.7553818,174.3806923,Buldir,0.116413909,,,0.512759924,38.45502932,,,,,,,,,,
1682186935,38.55335007,45.77029895,174.4195501,Buldir,0.116090382,,,0.503479958,38.459636,,,,,,,,,,
1682186936,38.66902177,45.78556723,174.4593848,Buldir,0.115760602,,,0.496920109,38.46932166,,,,,,,,,,
1682186936,38.31819317,45.80045456,174.4982865,Buldir,0.115440395,,,0.506059885,38.46220533,,,,,,,,,,
1682186937,38.3365044,45.81554907,174.5377912,Buldir,0.115117106,,,0.505200148,38.45629614,,,,,,,,,,
1682186937,38.72395929,45.83040686,174.5767373,Buldir,0.114800254,,,0.494729996,38.46862428,,,,,,,,,,
1682186938,38.67949069,45.84539602,174.6160891,Buldir,0.114481995,,,0.513739824,38.47870057,,,,,,,,,,
1682186938,39.08765093,45.86022398,174.6550786,Buldir,0.114168553,,,0.496649981,38.50685413,,,,,,,,,,
1682186939,37.77403369,45.87537523,174.6949809,Buldir,0.11384973,,,0.514810085,38.47176498,,,,,,,,,,
1682186939,38.43488083,45.89017327,174.7340145,Buldir,0.113539774,,,0.498939991,38.47005204,,,,,,,,,,
1682186940,39.05879716,45.90530031,174.773979,Buldir,0.113224411,1012,,0.51722002,38.49837127,,,,,,,,,,
1682186941,38.70606856,45.9296947,174.838562,Segula,0.112696733,,,0.833889961,38.51423972,,,,,,,,,,
1682186941,39.1614709,45.9449622,174.8790671,Segula,0.1122896,,,0.501889944,38.54447134,,,,,,,,,,
1682186942,38.57551513,45.95969026,174.9182034,Segula,0.111897712,,,0.506669998,38.54593485,,,,,,,,,,
1682186942,39.0284539,45.97440396,174.9573629,Segula,0.111507064,,,0.501470089,38.56845449,,,,,,,,,,
1682186943,38.46021349,45.98910192,174.9965421,Segula,0.111117705,,,0.507940054,38.56333916,,,,,,,,,,
1682186943,38.86593781,46.0043444,175.0372378,Segula,0.110714859,,,0.499379873,38.57740427,,,,,,,,,,
1682186944,39.27738842,46.01901206,175.0764618,Segula,0.110328121,,,0.50454998,38.61026908,,,,,,,,,,
1682186944,38.68253368,46.03389572,175.1163266,Segula,0.109936624,,,0.506990194,38.61367798,,,,,,,,,,
1682186945,38.64134651,46.04853346,175.1555951,Segula,0.109552533,,,0.51748991,38.61500954,,,,,,,,,,
1682186945,38.78303043,46.06361579,175.1961213,Segula,0.109157763,,,0.505630016,38.62291474,,,,,,,,,,
1682186946,38.1958321,46.07822298,175.235434,Segula,0.108776403,,,0.491709948,38.60336129,,,,,,,,,,
1682186946,39.00863157,46.09298752,175.2752334,Segula,0.108391925,,,0.50680995,38.62247224,,,,,,,,,,
1682186947,38.90242091,46.10756461,175.3145902,Segula,0.108013323,,,0.512350082,38.63581433,,,,,,,,,,
1682186947,39.28659224,46.12249213,175.354958,Segula,0.107626661,,,0.508110046,38.66657929,,,,,,,,,,
1682186948,38.93515326,46.13703934,175.3943607,Segula,0.107250882,,,0.494959831,38.67895498,,,,,,,,,,
1682186948,38.8380914,46.15179345,175.4343879,Segula,0.106870817,,,0.504260063,38.68642237,,,,,,,,,,
1682186949,38.7146567,46.16630968,175.473833,Segula,0.106497938,,,0.512930155,38.68776948,,,,,,,,,,
1682186949,39.19937602,46.18118223,175.5143116,Segula,0.106117015,,,0.500389814,38.71159645,,,,,,,,,,
1682186950,38.61345759,46.19566609,175.5537961,Segula,0.105747143,,,0.50229001,38.7070089,,,,,,,,,,
1682186950,38.50783969,46.21032926,175.5938338,Segula,0.105373813,,,0.503810167,38.69767113,,,,,,,,,,
1682186951,38.43665688,46.22478405,175.6333661,Segula,0.105006912,,,0.497769833,38.68557711,,,,,,,,,,
1682186951,38.89684313,46.23946122,175.6735715,Segula,0.104635527,,,0.514240026,38.69568209,,,,,,,,,,
1682186952,38.78577571,46.25388587,175.7131491,Segula,0.104271689,,,0.499350071,38.69986949,,,,,,,,,,
1682186952,38.97992121,46.26860376,175.7535969,Segula,0.10390166,,,0.514620066,38.71327419,,,,,,,,,,
1682186953,38.43730032,46.2830977,175.7934942,Segula,0.103538469,,,0.507089853,38.70025333,,,,,,,,,,
1682186953,39.13038218,46.29777988,175.8339757,Segula,0.103171805,,,0.507100105,38.72054785,,,,,,,,,,
1682186954,38.81115364,46.31214264,175.873641,Segula,0.102814349,,,0.49932003,38.72475881,,,,,,,,,,
1682186954,38.88096344,46.32693719,175.9145657,Segula,0.102447443,,,0.516039848,38.73225568,,,,,,,,,,
1682186955,38.53597859,46.34126887,175.9542752,Segula,0.102093289,,,0.508890152,38.72296295,,,,,,,,,,
1682186955,38.41103837,46.35601846,175.9952097,Segula,0.10173014,,,0.496549845,38.7085446,,,,,,,,,,
1682186956,38.95713942,46.37031921,176.0349638,Segula,0.101379352,,,0.515619993,38.72046617,,,,,,,,,,
1682186956,38.28315916,46.38491722,176.0756109,Segula,0.101022626,,,0.498820066,38.70016193,,,,,,,,,,
1682186957,38.3064583,46.399187,176.1154092,Segula,0.100675264,,,0.517580032,38.68121153,,,,,,,,,,
1682186957,38.70768382,46.41380478,176.1562453,Segula,0.100320831,,,0.495090008,38.68243167,,,,,,,,,,
1682186958,38.81138319,46.42836851,176.1969982,Segula,0.09996914,,,0.525140047,38.68872699,,,,,,,,,,
1682186958,38.85877425,46.44266289,176.2370635,Segula,0.099625366,,,0.492499828,38.69652461,,,,,,,,,,
1682186959,38.45109326,46.45687023,176.2769499,Segula,0.099285094,,,0.497560024,38.68515729,,,,,,,,,,
1682186959,38.87521646,46.47110232,176.3169713,Segula,0.098945661,,,0.496780157,38.69394653,,,,,,,,,,
1682186960,38.58839005,46.48527889,176.3569018,Segula,0.098608999,1011,,0.506899834,38.68896804,,,,,,,,,,
1682186961,38.65627503,46.51817939,176.4498238,Segula,0.097833379,,,1.165660143,38.68553037,,,,,,,,,,
1682186962,39.09234419,46.5417347,176.5165701,Segula,0.097283087,,,0.830649853,38.71649565,,,,,,,,,,
1682186963,38.4168758,46.56685549,176.5879546,Segula,0.096700976,,,0.906750202,38.6916891,,,,,,,,,,
1682186964,38.28413998,46.59005387,176.6540629,Segula,0.096167887,,,0.81415987,38.6612601,,,,,,,,,,
1682186965,38.52614516,46.61485472,176.7249374,Segula,0.095602853,,,0.8740201,38.65046067,,,,,,,,,,
1682186965,38.72265907,46.63947673,176.7955061,Segula,0.095047015,,,0.890869856,38.65633792,,,,,,,,,,
1682186966,38.8763605,46.66334852,176.8641215,Segula,0.094513117,,,0.852630138,38.67351069,,,,,,,,,,
1682186967,38.55995305,46.68638568,176.9305227,Segula,0.094002677,,,0.817970037,38.66499394,,,,,,,,,,
1682186968,38.84219387,46.70937992,176.9969826,Segula,0.093497999,,,0.821280003,38.67833552,,,,,,,,,,
1682186969,38.23273195,46.73375761,177.0676414,Segula,0.092968341,,,0.891759872,38.64202685,,,,,,,,,,
