Volcano Number,Volcano Name,Latitude,Longitude,Type,Status,Last Known Eruption
266120,Klabat,1.454,125.031,Stratovolcano,Fumarolic,U
312230,Kukak,58.453,-154.355,Stratovolcano,Fumarolic,U
390120,Leskov Island,-56.656,-28.14,Stratovolcano,Fumarolic,U
,Lumut Balai - Bukit,-4.22,103.62,Stratovolcano,Fumarolic,U
272070,Mahagnao,10.882,124.888,Stratovolcano,Fumarolic,U
265080,Manuk,-5.543,130.303,Stratovolcano,Fumarolic,U
284143,Maug Islands,20.02,145.22,Stratovolcano,Fumarolic,U
273087,Patoc,17.147,120.98,Stratovolcano,Fumarolic,U
263040,Perbakti-Gagak,-6.75,106.675,Stratovolcano,Fumarolic,U
261290,Rajabasa,-5.78,105.625,Stratovolcano,Fumarolic,U
312200,Snowy Mountain,58.336,-154.682,Stratovolcano,Fumarolic,U
355010,Tacora,-17.72,-69.77,Stratovolcano,Fumarolic,U
263150,Talagabodas,-7.208,108.07,Stratovolcano,Fumarolic,U
225020,Voon - Tarso,20.92,17.28,Stratovolcano,Fumarolic,U
390011,Young Island,-66.42,162.47,Stratovolcano,Fumarolic,U
,Malinao,13.422,123.597,Stratovolcano,Fumarolic,U1
321030,Rainier,46.853,-121.76,Stratovolcano,Dendrochronology,D3
252110,Bamus,-5.2,151.23,Stratovolcano,Anthropology,D3
222100,Longonot,-0.914,36.446,Stratovolcano,Anthropology,D3
283122,Harunasan,36.477,138.851,Stratovolcano,Anthropology,D6
275080,Popa,20.92,95.25,Stratovolcano,Anthropology,D7
214090,Porak,40.028,45.74,Stratovolcano,Anthropology,D7
333040,Mehetia,-17.874,-148.068,Stratovolcano,Anthropology,U
,Paco,9.593,125.52,Stratovolcano,Anthropology,U
371070,Prestahnukur,64.583,-20.666,Subglacial volcano,Radiocarbon,D7
371090,Hofsjokull,64.833,-18.766,Subglacial volcano,Holocene,U
320080,Hoodoo Mountain,56.78,-131.28,Subglacial volcano,Holocene,U
331040,Escanaba Segment,40.98,-127.5,Submarine volcano,Uranium-series,D7
300271,Piip,55.42,167.33,Submarine volcano,Tephrochronology,D7
333030,Moua Pihaa,-18.325,-148.525,Submarine volcano,Seismicity,U
333020,Rocard,-17.662,-148.586,Submarine volcano,Seismicity,U
333010,Teahitia,-17.564,-148.821,Submarine volcano,Seismicity,U
241140,Healy,-35.004,178.973,Submarine volcano,Radiocarbon,D6
211031,Palinuro,39.48,14.83,Submarine volcano,Radiocarbon,D7
334140,Southern EPR-Segment I,-18.53,-113.42,Submarine volcano,Magnetism,D2
334130,Southern EPR-Segment J,-18.175,-113.35,Submarine volcano,Magnetism,D3
334021,Northern EPR at 16°N,15.83,-105.43,Submarine volcano,Magnetism,D7
250030,Central Bismarck Sea,-3.03,147.78,Submarine volcano,Hydrophonic,D1
241130,Rumble III,-35.745,178.478,Submarine volcano,Hydrophonic,D1
284142,Supply Reef,20.13,145.1,Submarine volcano,Hydrophonic,D1
,Unnamed,52,-173.5,Submarine volcano,Hydrophonic,D1
290160,Unnamed,46.47,151.28,Submarine volcano,Hydrophonic,D1
,Unnamed,-25.78,168.63,Submarine volcano,Hydrophonic,D1
,Ormus Islands,26,57,Submarine volcano,Holocene,D2
255053,Coleman Seamount,-8.841,157.16,Submarine volcano,Holocene,U
377020,East Gakkel Ridge at 85°E,85.608,85.25,Submarine volcano,Holocene,U
255052,Kana Keoki,-8.75,157.03,Submarine volcano,Holocene,U
290211,Srednii,47.6,152.92,Submarine volcano,Holocene,U
243011,Unnamed,-21.15,-175.75,Submarine volcano,Holocene,U
255061,Unnamed,-8.92,158.03,Submarine volcano,Holocene,U
284121,Kita-Fukutokutai,24.417,141.417,Submarine volcano,Holocene,U1
241150,Brothers,-34.875,179.075,Submarine volcano,Fumarolic,U
241101,Clark,-36.446,177.839,Submarine volcano,Fumarolic,U
284137,Daikoku,21.324,144.194,Submarine volcano,Fumarolic,U
284095,Doyo Seamount,27.68,140.8,Submarine volcano,Fumarolic,U
284210,Esmeralda Bank,15,145.25,Submarine volcano,Fumarolic,U
284220,Forecast Seamount,13.4,143.92,Submarine volcano,Fumarolic,U
242022,Giggenbach,-30.036,-178.712,Submarine volcano,Fumarolic,U
284097,Kaikata Seamount,26.667,140.929,Submarine volcano,Fumarolic,U
284094,Mokuyo Seamount,28.327,140.572,Submarine volcano,Fumarolic,U
241131,Rumble II West,-35.353,178.527,Submarine volcano,Fumarolic,U
241120,Rumble IV,-36.13,178.05,Submarine volcano,Fumarolic,U
241110,Rumble V,-36.142,178.196,Submarine volcano,Fumarolic,U
284230,Seamount X,13.25,144.02,Submarine volcano,Fumarolic,U
241102,Tangaroa,-36.321,178.028,Submarine volcano,Fumarolic,U
243001,Unnamed,-24.8,-177.02,Submarine volcano,Fumarolic,U
275070,Veteran,9.83,109.05,Submarine volcano,Fumarolic,U
242001,Wright,-31.85,-179.18,Submarine volcano,Fumarolic,U
223001,Fort Portal,0.7,30.25,Tuff cone,Holocene,U
222161,Igwisi Hills,-4.889,31.933,Tuff cone,Holocene,U
223005,Katunga,-0.471,30.191,Tuff cone,Holocene,U
223003,Katwe-Kikorongo,-0.08,29.92,Tuff cone,Holocene,U
231100,Marha - Jabal el-,15.245,44.236,Tuff cone,Holocene,U
222001,North Island,4.059,36.049,Tuff cone,Holocene,U
341003,San Luis - Isla,29.97,-114.4,Tuff cone,Holocene,U
341092,Serdan-Oriental,19.27,-97.47,Tuff cone,Holocene,U
244020,Tutuila,-14.295,-170.7,Tuff cone,Holocene,U
315001,Buzzard Creek,64.062,-148.433,Tuff rings,Radiocarbon,D7
254010,Lihir,-3.125,152.642,Volcanic complex,Holocene,U
255021,Takuan Group,-6.442,155.608,Volcanic complex,Holocene,U
,Espenberg,66.35,-164.33,Volcanic field,Tephrochronology,D7
323170,Golden Trout Creek,36.358,-118.32,Volcanic field,Tephrochronology,D7
241020,Auckland Volcanic Field,-36.89,174.81,Volcanic field,Radiocarbon,D6
327050,Black Rock Desert,38.97,-112.5,Volcanic field,Radiocarbon,D6
341080,Chichinautzin,19.08,-99.13,Volcanic field,Radiocarbon,D6
241010,Kaikohe-Bay of Islands,-35.3,173.9,Volcanic field,Radiocarbon,D6
322100,Davis Lake,43.57,-121.82,Volcanic field,Radiocarbon,D7
305040,Jingpohu,44.08,128.83,Volcanic field,Radiocarbon,D7
225030,Marra - Jebel,12.95,24.27,Volcanic field,Radiocarbon,D7
321060,West Crater,45.88,-122.08,Volcanic field,Radiocarbon,D7
253060,Dawson Strait Group,-9.62,150.88,Volcanic field,Hydration Rind,D6
320020,Alligator Lake,60.42,-135.42,Volcanic field,Holocene,U
233011,Ambre-Bobaomby,-12.6,49.15,Volcanic field,Holocene,U
343071,Apastepeque Field,13.72,-88.77,Volcanic field,Holocene,U
231001,Ash Shaam - Harrat,32.333,37.583,Volcanic field,Holocene,U
221125,Assab Volcanic Field,12.95,42.43,Volcanic field,Holocene,U
231170,Balhaf-Bir Ali Volcanic Field,14.067,48.3,Volcanic field,Holocene,U
221191,Beru,8.95,39.75,Volcanic field,Holocene,U
231072,Birk - Harrat al,18.37,41.63,Volcanic field,Holocene,U
320170,Bridge River Cones,50.8,-123.4,Volcanic field,Holocene,U
343051,Cinotepeque - Cerro,14.02,-89.25,Volcanic field,Holocene,U
323100,Clear Lake,38.97,-122.77,Volcanic field,Holocene,U
342111,Cuilapa-Barbarena,14.33,-90.4,Volcanic field,Holocene,U
342140,Flores,14.308,-89.992,Volcanic field,Holocene,U
320010,Fort Selkirk,62.93,-137.38,Volcanic field,Holocene,U
320190,Garibaldi Lake,49.933,-123,Volcanic field,Holocene,U
214070,Ghegham Volcanic Ridge,40.283,45,Volcanic field,Holocene,U
341097,Gloria - La,19.33,-97.25,Volcanic field,Holocene,U
253041,Goodenough,-9.358,150.246,Volcanic field,Holocene,U
221124,Gufa,12.55,42.53,Volcanic field,Holocene,U
231050,Ithnayn - Harrat,26.58,40.2,Volcanic field,Holocene,U
322190,Jordan Craters,43.147,-117.46,Volcanic field,Holocene,U
342121,Jumaytepeque,14.34,-90.271,Volcanic field,Holocene,U
303020,Khanuy Gol,48.67,102.75,Volcanic field,Holocene,U
231071,Kishb - Harrat,22.8,41.38,Volcanic field,Holocene,U
,Lavic Lake,34.75,-116.625,Volcanic field,Holocene,U
,Leizhou Bandao,20.83,109.78,Volcanic field,Holocene,U
275020,Ly Son Group,15.38,109.12,Volcanic field,Holocene,U
300052,Olkoviy Volcanic Group,52.02,157.53,Volcanic field,Holocene,U
355042,Pampa Luxsar,-20.85,-68.2,Volcanic field,Holocene,U
342210,Quezaltepeque,14.57,-89.45,Volcanic field,Holocene,U
343001,San Diego,14.27,-89.48,Volcanic field,Holocene,U
,Santa Clara,37.257,-113.625,Volcanic field,Holocene,U
342150,Santiago - Cerro,14.33,-89.87,Volcanic field,Holocene,U
,Satah Mountain,52.47,-124.7,Volcanic field,Holocene,U
230010,Sharat Kovakab,36.536,40.858,Volcanic field,Holocene,U
,Southern Sikhote-Alin,44.5,135.5,Volcanic field,Holocene,U
303010,Taryatu-Chulutu,48.133,99.95,Volcanic field,Holocene,U
225002,Tin Zaouatene Volcanic Field,19.83,2.83,Volcanic field,Holocene,U
315060,Tlevak Strait-Suemez Island,55.25,-133.3,Volcanic field,Holocene,U
225001,Todra Volcanic Field,17.68,8.5,Volcanic field,Holocene,U
225009,Toh - Tarso,21.33,16.33,Volcanic field,Holocene,U
302050,Tunkin Depression,51.5,102.5,Volcanic field,Holocene,U
320031,Tuya Volcanic Field,59.37,-130.58,Volcanic field,Holocene,U
329010,Uinkaret Field,36.38,-113.13,Volcanic field,Holocene,U
,Unnamed,35.85,91.7,Volcanic field,Holocene,U
,Unnamed,39.25,45.167,Volcanic field,Holocene,U
,Unnamed,32.658,36.425,Volcanic field,Holocene,U
,Unnamed,33.308,36.925,Volcanic field,Holocene,U
,Unnamed,33.15,36.258,Volcanic field,Holocene,U
,Vakak Group,34.25,67.97,Volcanic field,Holocene,U
343150,Yojoa - Lago,14.964,-87.983,Volcanic field,Holocene,U
327040,Markagunt Plateau,37.58,-112.67,Volcanic field,Dendrochronology,D6
222130,Chyulu Hills,-2.68,37.88,Volcanic field,Anthropology,D3
231020,Uwayrid - Harrat,27.08,37.25,Volcanic field,Anthropology,D6
231110,Haylan - Jabal,15.4,45.1,Volcanic field,Anthropology,D7
327120,Zuni-Bandera,34.8,-108,Volcanic field,Anthropology,D7
253021,Managlase Plateau,-9.08,148.33,Volcanic field,Anthropology,U
231010,Rahah - Harrat ar,27.8,36.17,Volcanic field,Anthropology,U
