time,magnetometer,position,,volcano,,picture
seconds,abs,latitude,longitude,name,distance,id
1682186877.738239,38.12159101868574,43.95871282464087,170.08503373153647,Buldir,0.16127482894837902,,
1682186878.249653,38.937924245065275,43.9755806291663,170.122244995746,Buldir,0.16082300695348833,,
1682186878.7589066,38.53333799717924,43.99206320634725,170.15865692124933,Buldir,0.16038177400129,,
1682186879.2636802,38.21517599782526,44.00900765115655,170.196141360239,Buldir,0.15992846119164786,,
1682186879.7633812,38.6845826250897,44.02546458539611,170.23259814547623,Buldir,0.15948847200254984,1015,
1682186880.6307492,38.382447497233606,44.053779090399736,170.29544047328977,Buldir,0.15873212599157793,,
1682186881.1272116,38.53824381336374,44.0706826965828,170.3330282237303,Buldir,0.15828100211798266,,
1682186881.6296422,38.43643688514359,44.08708933854708,170.36956202347494,Buldir,0.15784344193184816,,
1682186882.1330216,37.80864839560308,44.10348489218651,170.40612160490969,Buldir,0.1574064791166546,,
1682186882.6296716,37.916331910269335,44.11986508065542,170.44269746954157,Buldir,0.15697023267683874,,
1682186883.1388338,38.39904577777605,44.13623486886103,170.4793007452601,Buldir,0.15653457547868563,,
1682186883.6354206,38.0684873710248,44.15258906949513,170.51591987379766,Buldir,0.15609965071547832,,
1682186884.135561,38.1220307067105,44.168932247882296,170.55256511547165,Buldir,0.15566534215465308,,
1682186884.6358016,38.85834624381778,44.185260401637635,170.58922753673457,Buldir,0.15523176140504705,,
1682186885.134828,38.538079830384326,44.2015761954075,170.6259131553028,Buldir,0.1547988429725722,,
1682186885.6426458,38.57025430922373,44.21787987336044,170.6626225686187,Buldir,0.15436658578716725,,
1682186886.1380444,38.39218150060226,44.234382117267565,170.69983119480307,Buldir,0.15392941630411885,,
1682186886.6330872,38.025920916147925,44.250520186481836,170.73626957064158,Buldir,0.1535022433753084,,
1682186887.1347423,38.38757042557282,44.26678309799743,170.77304088805357,Buldir,0.15307212137576248,,
1682186887.6458402,38.55069674999111,44.28303288953542,170.80983389796737,Buldir,0.15264270923147022,,
1682186888.1503506,38.59859574891167,44.29957644913498,170.84734497009248,Buldir,0.15220591341490963,,
1682186888.6436265,38.232349556142466,44.315799542431776,170.88418142259687,Buldir,0.15177795719947954,,
1682186889.1487298,38.01025976429144,44.332194442891044,170.92146047639287,Buldir,0.15134585633510222,,
1682186889.6561365,38.17476994204231,44.3483907480319,170.9583399428397,Buldir,0.15091937894221943,,
1682186890.1548781,38.33045880991238,44.364922936910446,170.99603768526364,Buldir,0.15048446333890614,,
1682186890.6537628,38.04988067338054,44.38109212976667,171.03296011355397,Buldir,0.1500595011258712,,
1682186891.1684246,38.498524518842515,44.39751846580066,171.07052297761194,Buldir,0.14962819694578905,,
1682186891.6740606,38.21359591962568,44.41355825217418,171.10725385827408,Buldir,0.1492074543402485,,
1682186892.1825633,38.42451195454846,44.43014445561672,171.14529019645016,Buldir,0.14877281420954322,,
1682186892.6733813,38.80845713989148,44.44625975617952,171.182299563194,Buldir,0.14835094568183416,,
1682186893.186276,38.477845187211734,44.462743157033856,171.2202084308189,Buldir,0.14791988877317652,,
1682186893.687309,38.77650787809908,44.47883104122101,171.25726065660663,Buldir,0.1474996192277109,,
1682186894.2026665,38.60635997616844,44.49528805465071,171.29521735618175,Buldir,0.1470701686919039,,
1682186894.7089536,37.636005822183115,44.511348911516485,171.3323135047095,Buldir,0.14665151409313318,,
1682186895.2165778,38.17420546921974,44.527843373682174,171.37046599233037,Buldir,0.14622203593284666,,
1682186895.726729,38.60325409115757,44.54387689470171,171.40760573081863,Buldir,0.14580503288158084,,
1682186896.2376401,38.8142773929478,44.56056558066249,171.44631921431392,Buldir,0.14537149420430165,,
1682186896.7282093,37.88804113866651,44.57633565697825,171.48295454989474,Buldir,0.14496229958757004,,
1682186897.2442987,38.63332686368158,44.59254198916148,171.52065697222145,Buldir,0.1445422797803714,,
1682186897.7353537,38.23421251441349,44.608520832503764,171.55788355669927,Buldir,0.1441286547519886,,
1682186898.2413714,38.36474698522319,44.6247794280123,171.59581648867098,Buldir,0.14370830510894275,,
1682186898.7424757,38.33816111023326,44.64073081889579,171.63308637954205,Buldir,0.14329641311240401,,
1682186899.25442,38.86786988230143,44.65693431372769,171.67099993880586,Buldir,0.14287854245381215,,
1682186899.7715929,38.30220815833105,44.67285837448087,171.70831349456228,Buldir,0.14246840815001913,1014,
1682186900.6472404,38.87620922456023,44.700913848423404,171.77418396624827,Buldir,0.14174712622852836,,
1682186901.151696,37.81222162801286,44.71741884563175,171.81301350835264,Buldir,0.1413235907060884,,
1682186901.6617355,38.5719515178989,44.733409220750644,171.85068771826965,Buldir,0.1409138331433964,,
1682186902.1667721,38.29403734457012,44.7495925088524,171.88887210854512,Buldir,0.14049971493717692,,
1682186902.6753962,38.20709665553445,44.76543512800326,171.9263071196361,Buldir,0.14009489128121977,,
1682186903.1966436,37.95821217017973,44.7820062576426,171.96552136746,Buldir,0.13967207302338525,,
1682186903.6881182,38.095512142130076,44.7978225461088,172.00300467033958,Buldir,0.13926911649990992,,
1682186904.203093,38.33301220182302,44.814080384500286,172.04159092446267,Buldir,0.13885553292961467,,
1682186904.7115777,38.22279048072563,44.829868562664004,172.07911750938598,Buldir,0.13845451063364667,,
1682186905.2249253,38.45425629476624,44.845969329830375,172.11744310518117,Buldir,0.13804618114561906,,
1682186905.723456,38.38214350221394,44.86172948109427,172.1550128901707,Buldir,0.1376471184390253,,
1682186906.2289605,38.2928638455304,44.87782701807549,172.19344329139278,Buldir,0.13724016482657325,,
1682186906.728641,38.381047165206766,44.89365687398294,172.23129035910196,Buldir,0.13684063103195357,,
1682186907.238063,38.71448240288783,44.90956121700744,172.26937134363538,Buldir,0.13643987931604032,,
1682186907.7531564,38.790564746578475,44.92526631034157,172.30703034834954,Buldir,0.13604480958197113,,
1682186908.2590072,38.71101105006846,44.941610986260045,172.3462813406653,Buldir,0.1356343596735123,,
1682186908.7639775,38.441000994793505,44.95728745228228,172.38398375693242,Buldir,0.13524137982348422,,
1682186909.2729294,38.60345509367612,44.97327700709293,172.42249594367186,Buldir,0.13484125817184478,,
1682186909.7642503,38.44815059124015,44.98892532446305,172.46024194205967,Buldir,0.1344503773281467,,
1682186910.2700367,38.21448126191829,45.00472083949984,172.49839908472677,Buldir,0.13405653443110724,,
1682186910.7842286,38.04599187474944,45.02034125098772,172.53618883172706,Buldir,0.1336677745784521,,
1682186911.2927125,38.25851749964421,45.03640448702237,172.5751077480538,Buldir,0.1332687488146158,,
1682186911.7919683,37.78750595534222,45.05209482051325,172.61318001669028,Buldir,0.13287973678649265,,
1682186912.2983894,38.10546545349406,45.06786062144658,172.65149218246796,Buldir,0.13248961216399438,,
1682186912.7970672,37.93465859328264,45.08342453509338,172.68936976317548,Buldir,0.13210524027620935,,
1682186913.301948,38.06538988463321,45.099227906240415,172.72788725151827,Buldir,0.13171573591173308,,
1682186913.803807,37.89013013515593,45.11476361496461,172.76580868785487,Buldir,0.13133360745901895,,
1682186914.3114612,38.47759786175011,45.13057394063081,172.80445797086676,Buldir,0.1309455290684393,,
1682186914.8267834,38.258745695784405,45.146080606650145,172.84242150659773,Buldir,0.1305657046307122,,
1682186915.3338828,38.594357709899974,45.16202548021299,172.88151648546057,Buldir,0.1301759855755451,,
1682186915.8309922,38.82099716108418,45.17750404145365,172.91952517404312,Buldir,0.12979848979656355,,
1682186916.3382046,39.25155783900494,45.1932134054934,172.95815828710855,Buldir,0.12941620943603396,,
1682186916.8440063,38.341031062165186,45.20890418567006,172.9968038969475,Buldir,0.12903524295646518,,
1682186917.3443666,38.250978947784084,45.224429713654104,173.03509994892977,Buldir,0.12865914889725466,,
1682186917.84458,38.55204975140847,45.23985124717833,173.07319625399785,Buldir,0.1282864335127101,,
1682186918.3513393,38.543326984767155,45.255472341090154,173.11184342480388,Buldir,0.12790978115701773,,
1682186918.8669865,38.42687684326325,45.27086650521304,173.14998635651844,Buldir,0.1275394856776482,,
1682186919.3725755,38.97279454189071,45.286757297779374,173.18941957398806,Buldir,0.1271581794222895,,
1682186919.8878202,38.607551980025065,45.30212107743516,173.22760293085625,Buldir,0.1267904356247066,1013,
1682186920.7364457,38.313626563280316,45.328177709393934,173.29249183228706,Buldir,0.12616884729335995,,
1682186921.2417433,38.38765114902478,45.34388138014194,173.33167852992776,Buldir,0.12579552872166747,,
1682186921.743714,38.65662654420505,45.35919164082573,173.3699415526414,Buldir,0.12543251831323207,,
1682186922.2382712,38.69395524278375,45.37473035910752,173.40883432688773,Buldir,0.1250650699027765,,
1682186922.7423134,38.71547890348942,45.38987901647589,173.44680801570334,Buldir,0.12470780811731082,,
1682186923.2477183,38.225424828333466,45.40514784767557,173.48514031839343,Buldir,0.12434868770109372,,
1682186923.7374275,39.67035658146012,45.4204014363264,173.5234920674332,Buldir,0.12399091747428916,,
1682186924.253388,38.36575057915709,45.43564071424741,173.56186564167737,Buldir,0.12363448665311297,,
1682186924.7433412,38.072708356558394,45.45103482736866,173.60068797307605,Buldir,0.12327546739073326,,
1682186925.2443907,38.29808940455333,45.466244548462925,173.6391036039033,Buldir,0.12292178247184875,,
1682186925.7472572,38.788882424379416,45.48145455641202,173.67757813281318,Buldir,0.12256913308387764,,
1682186926.2481472,37.92725800992019,45.49663629648561,173.7160393749255,Buldir,0.12221819289317642,,
1682186926.75193,37.45423001971531,45.51204751290155,173.75514167221823,Buldir,0.12186303999840634,,
1682186927.2516186,38.17747569238887,45.527200897207294,173.79364864126833,Buldir,0.12151491640707235,,
1682186927.7677426,38.33735885545218,45.54257142492551,173.83276724198117,Buldir,0.12116292134674955,,
1682186928.275428,38.236862435546975,45.55769506856334,173.8713165442018,Buldir,0.12081769332127408,,
1682186928.7748537,38.54433385749956,45.57326419692095,173.91106274961896,Buldir,0.12046346577084714,,
1682186929.2906458,38.574138169124396,45.58835845550391,173.94965634081794,Buldir,0.12012119090679851,,
1682186929.7947197,38.71725716602887,45.603791405137,173.98917687456066,Buldir,0.11977242123624504,,
1682186930.2874634,39.018933104474186,45.61885616721958,174.02781422494462,Buldir,0.11943314400567165,,
1682186930.7947536,39.03815715272452,45.63415101455881,174.06710221084276,Buldir,0.11908988552451116,,
1682186931.3104963,38.851747372292294,45.64918647318698,174.10578355890254,Buldir,0.11875364353879839,,
1682186931.814347,38.52080096020902,45.66455194714151,174.1453752597557,Buldir,0.11841126223841733,,
1682186932.309536,37.80878634380735,45.679559052405075,174.18410362632832,Buldir,0.1180780935365145,,
1682186932.8133726,38.536423743375906,45.69476186697448,174.22339779524006,Buldir,0.11774183332307184,,
1682186933.3225753,37.969466107202955,45.70973840481092,174.26216710932619,Buldir,0.11741182800201448,,
1682186933.8256693,38.11753975449388,45.72517205761616,174.30218227134375,Buldir,0.1170730658407915,,
1682186934.3355696,38.27743745777691,45.74011888144112,174.34099594024127,Buldir,0.11674627931735736,,
1682186934.8483207,39.18983201401076,45.75538179935533,174.38069231997002,Buldir,0.11641390941948415,,
1682186935.3518012,38.55335007136839,45.77029895392517,174.41955006860485,Buldir,0.11609038233073925,,
1682186935.8487241,38.66902176546585,45.78556723053229,174.45938476827416,Buldir,0.11576060249421759,,
1682186936.354784,38.318193167943484,45.80045455849847,174.49828649970544,Buldir,0.11544039548874502,,
1682186936.859985,38.336504395114034,45.815549066576345,174.5377912492317,Buldir,0.11511710582686417,,
1682186937.3547125,38.7239592927084,45.830406855535706,174.5767373042232,Buldir,0.11480025446716959,,
1682186937.868459,38.679490690234836,45.84539601600264,174.61608910323574,Buldir,0.11448199509868895,,
1682186938.3651092,39.08765092646133,45.86022398153854,174.6550785977508,Buldir,0.11416855340048354,,
1682186938.879914,37.774033692694715,45.87537523004005,174.69498093804188,Buldir,0.11384972988889563,,
1682186939.3788555,38.43488083298836,45.89017326674706,174.7340145492638,Buldir,0.11353977390846266,,
1682186939.8960721,39.05879715727857,45.90530031303025,174.7739790490502,Buldir,0.11322441133989998,1012,
1682186940.7299669,38.70606855683466,45.92969470262798,174.83856203408038,Segula,0.11269673307964634,,
1682186941.2318563,39.16147090326842,45.944962199452945,174.87906710490174,Segula,0.11228960035989236,,
1682186941.73852,38.575515128702165,45.95969025875664,174.9182034025577,Segula,0.11189771198485837,,
1682186942.2399986,39.028453904450195,45.97440395655443,174.95736292550572,Segula,0.11150706381232661,,
1682186942.7479336,38.46021349416632,45.989101924321886,174.996542071281,Segula,0.11111770494784501,,
1682186943.2473125,38.86593780890278,46.0043444045368,175.03723783501482,Segula,0.11071485851644879,,
1682186943.751869,39.277388423008944,46.01901206244796,175.0764617584292,Segula,0.1103281211474883,,
1682186944.2588568,38.6825336814231,46.033895723842626,175.1163265866053,Segula,0.1099366244571578,,
1682186944.776344,38.64134651087267,46.04853345907213,175.15559511755538,Segula,0.10955253252700636,,
1682186945.2819772,38.78303043332,46.063615792233826,175.19612134061444,Segula,0.10915776273611373,,
1682186945.7736878,38.19583209523927,46.07822298437586,175.23543395982406,Segula,0.10877640265880896,,
1682186946.2804956,39.00863157388606,46.092987522201355,175.2752333840604,Segula,0.10839192515306292,,
1682186946.7928474,38.902420913387004,46.10756460743258,175.3145902148005,Segula,0.10801332310871399,,
1682186947.3009524,39.286592239661644,46.122492132195546,175.35495801711357,Segula,0.10762666100618307,,
1682186947.795918,38.93515326170789,46.13703934144406,175.39436069115422,Segula,0.10725088197532551,,
1682186948.3001704,38.83809140454889,46.15179345318108,175.43438789151614,Segula,0.10687081698173032,,
1682186948.813103,38.71465670339538,46.166309678138255,175.47383296470377,Segula,0.10649793849131028,,
1682186949.3134925,39.19937602220059,46.18118222730574,175.51431159417203,Segula,0.10611701500666214,,
1682186949.8157806,38.61345758857271,46.19566609424301,175.55379612654716,Segula,0.10574714305270755,,
1682186950.3195941,38.50783968661329,46.210329261055726,175.59383380480358,Segula,0.1053738134734636,,
1682186950.8173678,38.43665687740187,46.22478405192617,175.6333661343619,Segula,0.10500691218936492,,
1682186951.3316038,38.89684313449087,46.23946122491686,175.67357153488535,Segula,0.10463552659216722,,
1682186951.830955,38.78577571334779,46.253885870867535,175.71314912607335,Segula,0.10427168940748575,,
1682186952.3455727,38.979921208613014,46.268603763851615,175.75359689934194,Segula,0.1039016595381149,,
1682186952.8526638,38.43730032254846,46.28309770337581,175.79349419503308,Segula,0.10353846881616283,,
1682186953.35976,39.130382183084976,46.297779883463036,175.83397567069088,Segula,0.10317180477024657,,
1682186953.859081,38.811153638260876,46.31214264196189,175.8736409775218,Segula,0.1028143492627218,,
1682186954.3751209,38.880963443583084,46.32693718695982,175.91456573343703,Segula,0.10244744255973581,,
1682186954.8840175,38.53597859322485,46.341268866986844,175.9542751910234,Segula,0.10209328905471535,,
1682186955.3805683,38.41103836986126,46.356018456174475,175.99520970845467,Segula,0.10173013976818356,,
1682186955.8961837,38.957139418343985,46.37031920819461,176.03496384967966,Segula,0.1013793521016837,,
1682186956.3950047,38.283159159674376,46.384917223674115,176.07561089435836,Segula,0.10102262604300166,,
1682186956.912582,38.30645829937111,46.39918699756825,176.11540921504434,Segula,0.10067526427003147,,
1682186957.407679,38.70768382055279,46.413804781040064,176.15624527256782,Segula,0.10032083071818951,,
1682186957.9328191,38.811383191216265,46.42836851401565,176.19699817493492,Segula,0.09996913958562915,,
1682186958.4253166,38.8587742494901,46.44266289344522,176.2370634681031,Segula,0.09962536559014311,,
1682186958.922877,38.451093257799734,46.45687023093882,176.2769499438123,Segula,0.0992850941862442,,
1682186959.4196582,38.875216455871396,46.4711023163878,176.31697127416737,Segula,0.0989456613543976,,
1682186959.9265525,38.58839004615162,46.48527889338323,176.3569018173097,Segula,0.09860899934650602,1011,
1682186961.0922158,38.656275033339305,46.51817938804087,176.44982377418705,Segula,0.09783337921643388,,
1682186961.9228623,39.092344189551966,46.541734704978154,176.51657011565734,Segula,0.0972830865363122,,
1682186962.8296146,38.4168758020866,46.56685548859457,176.5879545968772,Segula,0.09670097593315366,,
1682186963.6437786,38.28413997664337,46.59005386680408,176.65406290965683,Segula,0.09616788650651134,,
1682186964.5177925,38.52614515662506,46.61485472328145,176.72493736701335,Segula,0.09560285279806724,,
1682186965.408664,38.722659072218,46.63947673093285,176.7955061271093,Segula,0.09504701544267316,,
1682186966.2612941,38.87636050329592,46.66334852025979,176.86412146161157,Segula,0.09451311695881229,,
1682186967.0792656,38.55995304703944,46.6863856751874,176.93052271484214,Segula,0.09400267684922846,,
1682186967.9005427,38.84219386995186,46.70937991572586,176.99698261962232,Segula,0.09349799937245518,,
1682186968.7923055,38.2327319526012,46.73375760655565,177.067641384168,Segula,0.09296834068848019,,
1682186969.6041145,38.55790821429015,46.7566130040045,177.13407628667605,Segula,0.09247691532808473,,
1682186970.4802442,38.44232491881964,46.781005803000774,177.20518268064728,Segula,0.09195808065030803,,
1682186971.310023,39.33092448113452,46.80379336822999,177.27180006165474,Segula,0.0914787875322689,,
1682186972.1586902,38.52433938194869,46.827368263670635,177.3409139698346,Segula,0.09098855867338104,,
1682186972.9936826,38.55483582334756,46.8500613508036,177.4076311442952,Segula,0.09052219954162355,,
1682186973.8162162,38.755197431269515,46.8729603181472,177.47514225589566,Segula,0.0900572427940644,,
1682186974.6681573,38.81445731727232,46.8962378647122,177.5439650608885,Segula,0.0895905364222478,,
1682186975.5156362,38.30294785319657,46.91959565240886,177.61322466728987,Segula,0.0891283811294447,,
1682186976.3407104,39.092991131851846,46.94207148119015,177.6800591537145,Segula,0.08868963807376916,,
1682186977.229763,38.685375080468496,46.96611926962033,177.75177587945043,Segula,0.08822683642041274,,
1682186978.0501006,39.00278029475182,46.988470363810514,177.81862661989692,Segula,0.08780297195888652,,
1682186978.872192,38.36841553106048,47.01084184614711,177.88572680621857,Segula,0.08738492146542529,,
1682186979.688871,38.59967424636707,47.03319085139385,177.9529491333541,Segula,0.08697362134613006,1010,
1682186980.970575,38.991942037802055,47.06737904220788,178.0561514551286,Segula,0.08635699587954103,,
1682186981.7881856,38.6283125228314,47.08971840628073,178.12382967786107,Segula,0.08596249050263254,,
1682186982.6871953,38.41302113835067,47.11354241965833,178.19621948069522,Segula,0.08554928045871528,,
1682186983.5861294,38.76232570264733,47.13790275268425,178.27046872359617,Segula,0.08513496536810378,,
1682186984.430666,39.064876233625085,47.160705418766554,178.34018239787412,Segula,0.08475481874535322,,
1682186985.2807596,39.51137897420778,47.183584725742385,178.41033806717485,Segula,0.08438101498989002,,
1682186986.1782756,38.87969319856683,47.2070540933111,178.4825207936317,Segula,0.08400566854913367,,
1682186987.0664713,38.37247990782085,47.23114787614082,178.5568550832156,Segula,0.08362904719382228,,
1682186987.8937674,38.68898897563348,47.252941345797275,178.62429560135058,Segula,0.0832961413266341,,
1682186988.7092187,38.710293412822075,47.27474679868629,178.69196775087948,Segula,0.08297057368747453,,
1682186989.5239785,39.56807820971004,47.2964645476538,178.75956251013505,Segula,0.08265393436800583,,
1682186990.6536913,38.890744344388565,47.325985256103934,178.85175755076187,Segula,0.0822359753416005,,
1682186991.5178952,39.05786881191354,47.34907955386478,178.92413695239298,Segula,0.08191920841410527,,
1682186992.3380659,39.21955416613942,47.37057509314747,178.99170805812506,Segula,0.08163258523252927,,
1682186993.1813555,38.75528043416518,47.392829324458766,179.0618711616342,Segula,0.08134434103795618,,
1682186993.9993825,39.29031398977026,47.414184815566415,179.12940020385085,Segula,0.08107600471573849,,
1682186994.8239093,39.39086469885477,47.43548854493592,179.1969616404136,Segula,0.08081652319083567,,
1682186995.637842,39.44160095235721,47.45671024821152,179.2644590411378,Segula,0.08056632185224166,,
1682186996.4386466,39.06975487889366,47.4778874264278,179.33201132753703,Segula,0.08032501728439244,,
1682186997.268277,39.0332569755261,47.499021884406275,179.39962444908463,Segula,0.08009266873461329,,
1682186998.0829,39.115098022853715,47.520305227952825,179.467914314574,Segula,0.07986736610605719,,
1682186998.925059,37.566285331794965,47.54211136353996,179.53809174910472,Segula,0.07964570475082117,,
1682186999.7513897,39.22303253922406,47.56336492649764,179.60669705055363,Segula,0.07943873162947174,1009,
1682187000.9106498,39.129838799580256,47.59353380023893,179.70443293289267,Takawangha,0.07901996979366341,,
1682187001.7487102,39.54479548182914,47.614561430342526,179.7728012418225,Takawangha,0.07842234695803404,,
1682187002.5637999,39.136667672269375,47.6358059508721,179.84208222627157,Takawangha,0.07782287263387803,,
1682187003.421751,38.98168150323197,47.65733819670598,179.91251591893274,Takawangha,0.0772198642317753,,
1682187004.265322,38.61729361862085,47.67902822016365,179.98368559449352,Takawangha,0.07661727524242504,,
1682187005.0827057,38.78565036978637,47.6999064810504,-179.9475982675875,Takawangha,0.07604199145084574,,
1682187005.8910067,39.43310921926774,47.72072126706005,-179.87888440699342,Takawangha,0.07547326334858201,,
1682187006.727778,38.98499248858356,47.741503732562435,-179.81006986223974,Takawangha,0.07491037402207931,,
1682187007.542797,38.9275287154328,47.76237587217308,-179.74074825959477,Takawangha,0.07435021312677359,,
1682187008.4051673,38.74606504419632,47.7837227975196,-179.66963029201682,Takawangha,0.07378284252588585,,
1682187009.2373939,38.7735760274648,47.805072189904685,-179.59828040019713,Takawangha,0.07322119774638129,,
1682187010.1030524,39.73469506236171,47.82642424957665,-179.5266960823068,Takawangha,0.07266547850461895,,
